Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Williams V.,Morigami A.,31.0,71.0,717.0,409.75,6.0,2.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,1.07,7.5,1.09,7.5,1.07,7.27,1.137,7.6,1.1,6.5
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Paszek T.,Dementieva E.,54.0,13.0,471.75,1783.0,3.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.55,1.48,2.8,1.4,2.85,1.488,3.0,1.37
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Ivanovic A.,Rezai A.,6.0,60.0,2544.0,450.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.05,8.5,1.056,15.0,1.06,9.0
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Petrova N.,Ruano Pascual V.,9.0,96.0,1862.0,323.5,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.04,10,1.05,10.0,1.06,7.91,1.091,10.0,1.08,7.4
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Kuznetsova S.,Radwanska A.,5.0,35.0,2790.0,611.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.33,3.15,1.274,4.35,1.26,3.7
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,3rd Round,3,Vaidisova N.,Azarenka V.,10.0,53.0,1819.0,480.5,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5,1.25,3.7,1.17,4.65,1.295,4.09,1.2,4.3
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,4th Round,3,Henin J.,Schnyder P.,1.0,15.0,4499.0,1569.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15,1.02,13.0,1.02,14.5,1.029,26.0,1.02,18.0
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,4th Round,3,Williams S.,Hantuchova D.,8.0,12.0,2130.0,1813.0,6.0,2.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.08,7,1.14,5.25,1.1,6.25,1.143,7.3,1.1,6.75
WTA,2007,34,London,Wimbledon,2007-07-02,Grand Slam,Outdoor,Grass,4th Round,3,Krajicek M.,Granville L.,45.0,77.0,538.0,395.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3,1.43,2.7,1.33,3.15,1.407,3.26,1.35,3.1
WTA,2007,34,London,Wimbledon,2007-07-03,Grand Slam,Outdoor,Grass,4th Round,3,Bartoli M.,Jankovic J.,19.0,3.0,1213.0,3197.0,3.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,7.0,1.1,7.5,1.08,6.91,1.08,9.0,1.1,7.4,1.08
WTA,2007,34,London,Wimbledon,2007-07-03,Grand Slam,Outdoor,Grass,4th Round,3,Kuznetsova S.,Paszek T.,5.0,54.0,2790.0,471.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.5,1.28,3.65,1.3,3.35,1.327,3.76,1.25,3.8
WTA,2007,34,London,Wimbledon,2007-07-03,Grand Slam,Outdoor,Grass,4th Round,3,Vaidisova N.,Mauresmo A.,10.0,4.0,1819.0,2984.0,7.0,6.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,4.0,1.25,3.65,1.28,4.0,1.22,4.41,1.27,4.2,1.21
WTA,2007,34,London,Wimbledon,2007-07-03,Grand Slam,Outdoor,Grass,4th Round,3,Ivanovic A.,Petrova N.,6.0,9.0,2544.0,1862.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.5,2.62,1.5,2.55,1.45,2.65,1.524,2.78,1.5,2.5
WTA,2007,34,London,Wimbledon,2007-07-04,Grand Slam,Outdoor,Grass,4th Round,3,Williams V.,Sharapova M.,31.0,2.0,717.0,3852.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,3.39,1.33,3.5,1.3,3.4,1.3,3.48,1.373,3.1,1.35
WTA,2007,34,London,Wimbledon,2007-07-04,Grand Slam,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Krajicek M.,19.0,45.0,1213.0,538.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.66,2.2,1.72,2.1,1.67,2.12,1.758,2.22,1.64,2.2
WTA,2007,34,London,Wimbledon,2007-07-04,Grand Slam,Outdoor,Grass,Quarterfinals,3,Henin J.,Williams S.,1.0,8.0,4499.0,2130.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,4,1.25,3.9,1.2,4.2,1.262,4.51,1.27,3.65
WTA,2007,34,London,Wimbledon,2007-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,3,Williams V.,Kuznetsova S.,31.0,5.0,717.0,2790.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.38,3,1.43,2.8,1.35,3.05,1.433,3.11,1.44,2.72
WTA,2007,34,London,Wimbledon,2007-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,3,Ivanovic A.,Vaidisova N.,6.0,10.0,2544.0,1819.0,4.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,2.1,1.72,2.0,1.8,2.0,1.8,2.11,1.826,2.0,1.78
WTA,2007,34,London,Wimbledon,2007-07-06,Grand Slam,Outdoor,Grass,Semifinals,3,Williams V.,Ivanovic A.,31.0,6.0,717.0,2544.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.33,1.28,3.7,1.22,4.0,1.26,4.55,1.23,4.1
WTA,2007,34,London,Wimbledon,2007-07-06,Grand Slam,Outdoor,Grass,Semifinals,3,Bartoli M.,Henin J.,19.0,1.0,1213.0,4499.0,1.0,6.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,17.0,1.01,11.0,1.03,14.0,1.02,16.0,1.05,12.5,1.03
WTA,2007,34,London,Wimbledon,2007-07-07,Grand Slam,Outdoor,Grass,The Final,3,Williams V.,Bartoli M.,31.0,19.0,717.0,1213.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.5,1.2,4.25,1.2,4.5,1.215,5.25,1.18,4.8
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Likhovtseva E.,Albanese L.,59.0,236.0,487.0,117.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.39,1.28,3.5,1.28,3.46,1.282,4.25,1.3,3.4
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Govortsova O.,Arvidsson S.,65.0,131.0,453.5,260.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.22,4.0,1.26,3.6,1.244,4.7,1.24,3.9
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Safina D.,Castano C.,16.0,115.0,1708.0,293.75,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.05,10.0,1.05,8.5,1.061,14.0,1.05,9.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Errani S.,Voracova R.,105.0,119.0,309.75,288.5,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.53,2.6,1.46,2.5,1.5,2.95,1.465,2.64,1.46
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Gajdosova J.,3.0,101.0,3429.0,318.5,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.01,15,1.02,12.0,1.02,13.0,1.02,36.0,1.02,20.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Klepac A.,30.0,125.0,881.0,277.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3,1.4,2.8,1.36,3.0,1.37,3.5,1.35,3.1
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Schruff J.,156.0,124.0,205.5,279.0,6.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,Completed,1.8,1.9,1.72,2.05,1.75,2.0,1.73,2.27,1.74,2.05
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko K.,Ruano Pascual V.,53.0,79.0,535.25,399.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.66,2.0,1.77,2.0,1.75,2.16,1.794,1.96,1.8
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Zvonareva V.,Jidkova A.,28.0,159.0,903.0,203.5,6.0,0.0,6.0,7.0,6.0,0.0,2.0,1.0,Completed,1.22,4,1.22,4.0,1.28,3.46,1.25,4.6,1.3,3.4
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Henin J.,Goerges J.,1.0,145.0,4692.0,223.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.01,15,1.02,13.0,1.01,15.0,1.013,61.0,1.01,40.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Moore J.,23.0,633.0,1076.0,19.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.02,12,1.03,12.0,1.03,11.0,1.033,23.5,1.03,15.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Obziler T.,86.0,97.0,375.5,328.5,4.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.28,3.5,1.35,3.1,1.28,3.46,1.385,3.4,1.3,3.35
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Pironkova T.,Poutchkova O.,130.0,46.0,260.75,578.5,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3,1.33,3.15,1.3,3.3,1.37,3.5,1.32,3.25
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Bammer S.,Tanasugarn T.,20.0,73.0,1196.0,410.5,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,1.1,6.3,1.1,6.25,1.133,7.8,1.12,5.85
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Bartoli M.,Glatch A.,10.0,302.0,1989.0,80.25,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.06,9.0,1.07,7.27,1.083,11.0,1.1,6.5
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Stosur S.,96.0,35.0,331.0,781.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.95,1.8,1.95,1.8,2.06,1.862,1.88,1.88
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Petkovic A.,Cohen A.,102.0,387.0,317.5,51.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,,,1.35,3.05,1.42,2.75,1.424,3.16,1.4,2.85
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Rezai A.,Cravero J.,61.0,114.0,480.0,296.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3,1.4,2.8,1.4,2.8,1.467,2.94,1.4,2.85
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Daniilidou E.,Meusburger Y.,38.0,62.0,736.5,473.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4,1.2,4.25,1.18,4.5,1.227,5.01,1.2,4.3
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Knapp K.,Chan Y.J.,57.0,66.0,505.75,436.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.65,2.15,1.746,2.24,1.67,2.15
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Shaughnessy M.,King V.,48.0,72.0,559.0,414.0,6.0,3.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.36,3,1.36,3.0,1.33,3.15,1.4,3.3,1.37,3.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Bychkova E.,Yan Z.,99.0,77.0,323.25,400.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,3.5,1.28,3.5,1.28,3.75,1.25,4.15,1.29,3.8,1.25
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Dushevina V.,Santangelo M.,58.0,29.0,503.75,889.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.55,1.48,2.6,1.46,2.65,1.571,2.68,1.45
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Cetkovska P.,Craybas J.,128.0,78.0,263.0,399.75,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.66,2.1,1.7,2.12,1.67,2.1,1.833,2.15,1.67
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Dementieva E.,Cohen Aloro S.,13.0,93.0,1770.0,340.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.06,7.5,1.07,8.0,1.05,8.5,1.063,14.0,1.07,8.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Camerin M.E.,Poutchek T.,76.0,85.0,402.0,377.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.61,2.2,1.53,2.4,1.57,2.3,1.588,2.6,1.63,2.23
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko A.,Dulko G.,21.0,42.0,1114.0,642.75,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.35,1.53,2.4,1.581,2.62,1.46,2.62
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Nakamura A.,5.0,49.0,2847.0,557.5,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11,1.05,10.0,1.03,11.0,1.03,24.0,1.03,12.5
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Olaru I.,Harkleroad A.,84.0,82.0,377.5,391.0,7.0,5.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.05,1.72,2.15,1.65,2.27,1.73,2.1,1.7
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Rolle A.,Golovin T.,109.0,18.0,304.0,1586.0,6.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,11.0,1.03,10.0,1.05,9.25,1.04,18.0,1.045,11.0,1.04
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Nagy K.,14.0,137.0,1765.0,245.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12,1.02,13.0,1.02,13.0,1.015,46.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Kerber A.,9.0,67.0,2237.0,432.25,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.02,12,1.03,11.0,1.02,13.0,1.037,22.0,1.04,11.0
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Garbin T.,63.0,26.0,460.5,977.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,1.85,1.9,1.9,1.85,1.877,2.04,1.93,1.83
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Gagliardi E.,41.0,110.0,672.5,300.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.0,1.15,5.0,1.18,6.05,1.17,4.8
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Granville L.,Sanchez O.,60.0,167.0,482.0,193.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.95,1.8,1.83,1.91,1.917,1.99,1.77,2.0
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Mirza S.,Kanepi K.,27.0,44.0,926.0,589.75,6.0,2.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.12,5.5,1.11,5.85,1.14,5.2,1.167,6.4,1.15,5.15
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Razzano V.,Loit E.,37.0,39.0,747.5,684.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.24,3.8,1.28,3.46,1.294,4.1,1.33,3.2
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Pin C.,Perebiynis T.,91.0,160.0,346.25,203.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.65,2.15,1.735,2.26,1.6,2.28
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Morigami A.,32.0,52.0,833.5,541.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.28,3.46,1.383,3.41,1.32,3.25
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Zakopalova K.,4.0,81.0,3176.0,391.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.01,13,1.02,13.0,1.02,13.0,1.015,46.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Schnyder P.,Benesova I.,12.0,88.0,1774.0,356.5,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.05,8.5,1.03,12.0,1.05,8.5,1.038,21.0,1.06,8.6
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Kirilenko M.,Muller M.,36.0,40.0,780.0,673.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5,1.16,4.85,1.15,5.0,1.162,6.58,1.16,4.95
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Parmentier P.,Malek T.,106.0,111.0,307.0,299.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.75,1.48,2.55,1.45,2.65,1.524,2.78,1.4,2.85
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Vaidisova N.,Kudryavtseva A.,15.0,64.0,1708.0,460.25,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6,1.13,5.4,1.14,5.2,1.158,6.71,1.16,4.95
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Hingis M.,Johansson M.,17.0,112.0,1621.0,297.5,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8,1.07,8.0,1.06,7.91,1.077,11.5,1.1,6.75
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Bremond S.,Gallovits E.,71.0,80.0,415.0,396.5,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,2.0,1.75,2.2,1.769,2.0,1.77
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Vakulenko J.,Hantuchova D.,50.0,11.0,546.0,1968.0,6.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,5.0,1.14,5.65,1.12,5.2,1.14,7.3,1.143,5.5,1.13
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Kostanic Tosic J.,Vesnina E.,89.0,56.0,355.75,515.75,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.75,1.25,4.25,1.2,3.75,1.25,4.36,1.273,3.6,1.27
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Pennetta F.,Peng S.,83.0,47.0,391.0,559.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.75,1.4,3.15,1.33,3.46,1.28,4.03,1.3,3.1,1.35
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Pratt N.,Jackson J.,68.0,252.0,432.0,106.0,3.0,6.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.621,2.51,1.52,2.45
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Srebotnik K.,Molik A.,24.0,69.0,1051.0,423.75,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.24,3.8,1.22,4.0,1.25,4.6,1.28,3.55
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Petrova N.,Bacsinszky T.,8.0,94.0,2238.0,338.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11,1.03,11.0,1.03,11.0,1.033,23.5,1.04,11.0
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Chakvetadze A.,Weinhold A.,6.0,413.0,2586.0,45.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.01,15,1.01,15.0,1.02,13.0,1.018,36.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Wozniak A.,34.0,92.0,784.0,344.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3,1.4,2.8,1.33,3.15,1.435,3.1,1.33,3.2
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Rodionova A.,Savchuk O.,87.0,103.0,369.0,316.5,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,2.05,1.72,2.0,1.75,2.15,1.8,1.94,1.82
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Krajicek M.,Brianti A.,33.0,127.0,801.0,272.5,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.08,7,1.08,7.0,1.06,7.91,1.077,11.5,1.08,7.4
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Schiavone F.,Dechy N.,25.0,54.0,1019.0,528.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3,1.33,3.15,1.36,3.0,1.412,3.23,1.4,2.85
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Dominguez Lino L.,Cho Y.J.,75.0,,405.0,,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,1.33,3.15,,,1.37,3.5,1.3,3.4
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Mattek B.,Brengle M.,123.0,217.0,282.5,125.5,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.67,2.12,1.769,2.2,1.67,2.15
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Paszek T.,Arn G.,43.0,95.0,604.25,331.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.18,4.5,1.17,4.65,1.185,5.9,1.22,4.1
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Szavay A.,Kloesel S.,31.0,113.0,847.75,297.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.19,4.33,1.18,4.5,1.22,4.0,1.185,5.9,1.21,4.2
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Dellacqua C.,Shvedova Y.,90.0,70.0,347.0,419.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.72,2.05,1.75,2.0,1.84,2.09,1.86,1.9
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Peer S.,Tu M.,19.0,45.0,1524.0,589.5,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,1.55,2.25,1.27,3.55,1.444,3.05,1.5,2.5
WTA,2007,45,New York,US Open,2007-08-28,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Vinci R.,2.0,51.0,3845.0,546.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.01,15,1.02,13.0,1.01,15.0,1.018,36.0,1.02,18.0
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Bammer S.,Shaughnessy M.,20.0,48.0,1196.0,559.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4,1.25,3.7,1.22,4.0,1.283,4.23,1.24,3.8
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Dushevina V.,Bychkova E.,58.0,99.0,503.75,323.25,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.4,2.8,1.33,3.15,1.364,3.55,1.3,3.4
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Sugiyama A.,156.0,30.0,205.5,881.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,4.0,1.22,3.7,1.25,3.75,1.25,4.3,1.278,3.4,1.3
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Rezai A.,5.0,61.0,2847.0,480.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11,1.02,13.0,1.02,13.0,1.03,24.0,1.03,12.0
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Dementieva E.,Cetkovska P.,13.0,128.0,1770.0,263.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.05,8.5,1.04,10.0,1.06,7.91,1.064,13.6,1.06,8.5
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko A.,Daniilidou E.,21.0,38.0,1114.0,736.5,6.0,4.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,2.0,1.75,2.0,1.75,2.09,1.84,1.86,1.9
WTA,2007,45,New York,US Open,2007-08-29,Grand Slam,Outdoor,Hard,2nd Round,3,Henin J.,Pironkova T.,1.0,130.0,4692.0,260.75,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.01,15,1.01,14.0,1.01,15.0,1.014,50.52,1.01,30.0
