Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Radwanska A.,Pavlyuchenkova A.,11.0,137.0,2011.0,250.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,1.2,4.25,1.222,4.0,1.227,5.01,1.2,4.3
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Williams S.,Mauresmo A.,6.0,33.0,2676.0,832.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.23,3.89,1.222,4.0,1.22,5.15,1.23,4.0
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Zheng J.,Ivanovic A.,133.0,1.0,262.0,4188.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,6.0,1.11,6.25,1.1,6.0,1.111,7.3,1.143,4.8,1.17
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Dementieva E.,Dulko G.,5.0,39.0,2745.0,707.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.333,3.25,1.358,3.59,1.35,3.1
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Tanasugarn T.,Erakovic M.,60.0,53.0,519.0,551.0,4.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.57,2.25,1.58,2.28,1.667,2.1,1.645,2.45,1.64,2.2
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Kleybanova A.,Sugiyama A.,42.0,38.0,653.0,722.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.763,2.21,1.7,2.1
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Williams V.,Martinez-Sanchez M.J.,7.0,101.0,2606.0,326.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.04,10.0,,,1.063,8.0,1.069,12.5,1.07,8.0
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Jankovic J.,Wozniacki C.,3.0,30.0,3685.0,932.0,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.279,4.28,1.23,4.0
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Petrova N.,Azarenka V.,18.0,16.0,1211.0,1386.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.37,1.53,2.35,1.55,2.1,1.667,2.53,1.613,2.34,1.57
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Peer S.,Safina D.,26.0,9.0,1027.0,2257.0,7.0,5.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,4.33,1.2,3.89,1.23,3.75,1.25,4.9,1.233,3.7,1.26
WTA,2008,32,London,Wimbledon,2008-06-28,Grand Slam,Outdoor,Grass,3rd Round,3,Kudryavtseva A.,Peng S.,154.0,54.0,202.0,546.0,6.0,3.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.72,2.0,1.65,2.15,1.72,2.0,1.72,2.0,1.7,2.1
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Zheng J.,Szavay A.,133.0,15.0,262.0,1645.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,1.615,2.2,1.676,2.38,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Williams V.,Kleybanova A.,7.0,42.0,2606.0,653.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.5,1.1,6.5,1.156,6.8,1.14,5.5
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Tanasugarn T.,Jankovic J.,60.0,3.0,519.0,3685.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,3.75,1.25,3.35,1.3,3.75,1.25,4.02,1.301,3.8,1.25
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Vaidisova N.,Chakvetadze A.,22.0,8.0,1153.0,2436.0,4.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.75,2.05,1.667,2.1,1.781,2.18,1.73,2.05
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Williams S.,Mattek B.,6.0,69.0,2676.0,474.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.4,1.1,6.25,1.083,7.0,1.123,8.33,1.13,5.6
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Petrova N.,Kudryavtseva A.,18.0,154.0,1211.0,202.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.37,2.92,1.364,3.0,1.372,3.49,1.4,2.85
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Radwanska A.,Kuznetsova S.,11.0,4.0,2011.0,3565.0,6.0,4.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,1.8,1.9,1.93,1.81,1.8,1.909,3.65,1.351,1.74,2.04
WTA,2008,32,London,Wimbledon,2008-06-30,Grand Slam,Outdoor,Grass,4th Round,3,Dementieva E.,Peer S.,5.0,26.0,2745.0,1027.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.25,1.4,2.85,1.333,3.25,1.364,3.55,1.37,3.0
WTA,2008,32,London,Wimbledon,2008-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,3,Dementieva E.,Petrova N.,5.0,18.0,2745.0,1211.0,6.0,1.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.57,2.37,1.6,2.2,1.615,2.2,1.676,2.38,1.62,2.26
WTA,2008,32,London,Wimbledon,2008-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,3,Williams V.,Tanasugarn T.,7.0,60.0,2606.0,519.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.12,6.0,1.11,5.84,1.125,5.5,1.151,7.01,1.15,5.2
WTA,2008,32,London,Wimbledon,2008-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,3,Zheng J.,Vaidisova N.,133.0,22.0,262.0,1153.0,6.0,2.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,2.0,1.8,2.15,1.65,2.1,1.667,2.17,1.787,2.0,1.77
WTA,2008,32,London,Wimbledon,2008-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,3,Williams S.,Radwanska A.,6.0,11.0,2676.0,2011.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.3,3.5,1.3,3.35,1.25,3.75,1.308,3.95,1.28,3.55
WTA,2008,32,London,Wimbledon,2008-07-03,Grand Slam,Outdoor,Grass,Semifinals,3,Williams V.,Dementieva E.,7.0,5.0,2606.0,2745.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.2,4.5,1.2,4.25,1.222,4.0,1.067,11.2,1.21,4.4
WTA,2008,32,London,Wimbledon,2008-07-03,Grand Slam,Outdoor,Grass,Semifinals,3,Williams S.,Zheng J.,6.0,133.0,2676.0,262.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.12,6.0,1.11,5.84,1.111,6.0,1.077,10.2,1.13,5.8
WTA,2008,32,London,Wimbledon,2008-07-05,Grand Slam,Outdoor,Grass,The Final,3,Williams V.,Williams S.,7.0,6.0,2606.0,2676.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,2.1,1.75,2.0,1.727,2.03,1.885,2.0,1.8
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Meusburger Y.,Dominguez Lino L.,110.0,96.0,317.0,355.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.727,2.0,1.775,2.19,1.7,2.1
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Schnyder P.,Pivovarova A.,15.0,166.0,1542.0,186.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.16,4.5,1.15,4.65,1.143,5.0,1.213,5.3,1.17,4.8
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Parmentier P.,Erakovic M.,49.0,52.0,632.0,614.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.8,1.9,1.87,1.87,1.8,1.909,1.806,2.14,1.84,1.92
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchen. A.,King V.,85.0,99.0,410.0,350.0,6.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.53,2.37,1.6,2.3,1.571,2.25,1.61,2.54,1.54,2.4
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Rezai A.,Muhammad A.,74.0,414.0,452.0,48.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.75,1.45,2.6,1.4,2.85,1.541,2.75,1.4,2.85
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Dementieva E.,Amanmuradova A.,6.0,78.0,3070.0,443.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.063,8.0,1.05,16.0,1.04,10.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Schiavone F.,Llagostera V.,27.0,93.0,981.0,373.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.25,1.222,4.0,1.264,4.49,1.23,4.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Bartoli M.,Voskoboeva G.,13.0,100.0,1635.0,345.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.0,1.15,5.2,1.143,5.0,1.167,6.4,1.16,5.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Li N.,Peer S.,36.0,25.0,795.0,1060.0,2.0,6.0,6.0,0.0,6.0,1.0,2.0,1.0,Completed,1.4,2.75,1.45,2.6,1.444,2.625,1.493,2.83,1.43,2.75
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Davenport L.,Wozniak A.,24.0,41.0,1115.0,698.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.51,2.46,1.4,2.75,1.455,3.0,1.46,2.64
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Errani S.,Kostanic T. J.,39.0,90.0,701.0,391.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.25,1.222,4.0,1.27,4.41,1.25,3.8
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Kleybanova A.,Suarez Navarro C.,34.0,51.0,813.0,618.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,1.833,1.833,1.926,1.98,1.88,1.88
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Zhang S.,4.0,243.0,3181.0,112.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.048,17.0,1.04,10.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Zakopalova K.,14.0,64.0,1593.0,497.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.75,1.063,8.0,1.091,10.0,1.08,7.5
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Keothavong A.,Glatch A.,87.0,254.0,402.0,105.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,1.667,2.1,1.8,2.15,1.74,2.04
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Srebotnik K.,Wickmayer Y.,28.0,62.0,972.0,499.0,3.0,6.0,6.0,0.0,6.0,3.0,2.0,1.0,Completed,1.28,3.5,1.25,3.75,1.3,3.4,1.321,3.82,1.32,3.25
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Bammer S.,Nakamura A.,30.0,127.0,952.0,261.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6.0,1.15,5.2,1.125,5.5,1.152,7.0,1.12,6.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Benesova I.,Knapp K.,50.0,61.0,622.0,527.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.46,1.3,3.4,1.328,3.75,1.28,3.55
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Bychkova E.,Rodionova A.,106.0,65.0,328.0,496.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.61,2.15,1.65,2.1,1.667,2.22,1.758,2.22,1.63
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Ruano Pascual V.,Kvitova P.,102.0,59.0,339.0,544.0,6.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,3.5,1.28,3.46,1.28,3.0,1.364,3.9,1.313,3.4,1.3
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Arvidsson S.,Yan Z.,63.0,92.0,497.0,376.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.45,1.571,2.25,1.69,2.35,1.57,2.34
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Cirstea S.,Safarova L.,53.0,58.0,603.0,546.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,2.5,1.5,2.53,1.48,2.25,1.571,2.57,1.599,2.4,1.55
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Chakvetadze A.,56.0,9.0,565.0,2230.0,1.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,8.0,1.06,6.75,1.1,6.0,1.111,8.75,1.111,7.5,1.08
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Paszek T.,Kirilenko M.,68.0,23.0,481.0,1118.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.15,1.65,2.1,1.667,2.16,1.794,2.04,1.74
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Camerin M.E.,Loit E.,133.0,120.0,246.0,284.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.42,2.75,1.4,2.75,1.459,2.98,1.4,2.85
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Rolle A.,18.0,146.0,1403.0,225.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.044,18.5,1.04,10.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Perebiynis T.,Koryttseva M.,76.0,54.0,444.0,593.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.61,2.15,1.65,2.25,1.571,2.37,1.68,2.15,1.67
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Zvonareva V.,Zahlavova Strycova B.,10.0,248.0,2117.0,110.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8.0,1.05,8.5,1.071,7.5,1.08,11.0,1.07,8.0
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Rybarikova M.,Dulko G.,89.0,45.0,392.0,651.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.72,2.0,1.8,1.95,1.833,1.833,1.813,2.13,1.84,1.92
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Pironkova T.,26.0,42.0,1001.0,692.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.48,2.53,1.5,2.5,1.51,2.81,1.5,2.52
WTA,2008,44,New York,US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,3,Zheng J.,Perry S.,37.0,,760.0,,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.222,4.0,1.282,4.25,1.23,4.0
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Vandeweghe C.,2.0,512.0,3515.0,31.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.01,17.0,1.02,11.5,1.015,13.0,1.029,26.0,1.02,15.0
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Safina D.,Ahn K.H.,7.0,758.0,3047.0,13.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.01,17.0,1.02,11.5,1.02,11.0,1.029,26.0,1.01,20.0
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Vinci R.,Cohen Aloro S.,164.0,114.0,189.0,311.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.7,2.1,1.667,2.1,1.699,2.33,1.67,2.15
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Pennetta F.,Vogele S.,19.0,162.0,1335.0,194.0,2.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.238,4.8,1.2,4.3
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Szavay A.,Brodsky G.,16.0,382.0,1489.0,54.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8.0,1.04,9.25,1.083,7.0,1.086,10.68,1.06,8.5
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Duque Marino M.,Tanasugarn T.,125.0,38.0,264.0,752.0,0.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,2.5,1.5,2.6,1.45,2.5,1.5,2.65,1.571,2.52,1.5
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Govortsova O.,Zahlavova S.,48.0,248.0,645.0,110.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.227,5.0,1.18,4.6
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Klepac A.,32.0,119.0,911.0,286.0,4.0,6.0,6.0,3.0,4.0,2.0,1.0,1.0,Retired,1.2,4.33,1.2,4.25,1.2,4.333,1.267,4.44,1.19,4.4
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Peng S.,Daniilidou E.,47.0,83.0,647.0,416.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.33,1.23,3.89,1.25,3.75,1.244,4.7,1.2,4.35
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Dushevina V.,1.0,57.0,3612.0,555.0,6.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.11,6.0,1.15,5.2,1.143,5.0,1.182,6.0,1.14,5.4
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Shvedova Y.,11.0,115.0,2076.0,305.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.75,1.111,6.0,1.164,6.48,1.12,5.9
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Garbin T.,Ani M.,81.0,97.0,434.0,352.0,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.481,2.88,1.45,2.68
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Hsieh S.W.,Rodina E.,108.0,94.0,317.0,371.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.7,2.1,1.727,2.0,1.719,2.29,1.68,2.13
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Hantuchova D.,141.0,12.0,235.0,1847.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,2.45,1.5,2.5,1.5,2.5,1.625,2.32,1.58
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Coin J.,Dellacqua C.,188.0,40.0,158.0,699.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,4.5,1.16,4.25,1.2,4.0,1.222,4.85,1.235,4.35,1.2
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Razzano V.,60.0,33.0,531.0,829.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.98,1.459,2.78,1.42
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Craybas J.,20.0,75.0,1202.0,447.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.14,5.0,1.2,4.25,1.143,5.0,1.187,5.85,1.13,5.75
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Moore J.,Oudin M.,178.0,221.0,167.0,134.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,2.85,1.4,2.625,1.444,3.05,1.444,2.85,1.4
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Petrova N.,Sanchez O.,21.0,104.0,1181.0,330.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.05,8.5,1.045,18.0,1.04,11.0
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Vaidisova N.,Cetkovska P.,22.0,66.0,1172.0,495.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.25,3.75,1.312,3.91,1.3,3.4
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Chan Y.J.,Kudryavtseva A.,69.0,84.0,473.0,413.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.25,1.57,2.15,1.65,2.25,1.571,2.33,1.699,2.24,1.62
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Olaru I.,Gallovits E.,124.0,88.0,266.0,400.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.6,2.3,1.667,2.1,1.746,2.24,1.55,2.38
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,De Los Rios R.,Sromova H.,113.0,293.0,314.0,85.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.57,2.25,,,1.571,2.25,1.699,2.33,1.65,2.18
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Mattek B.,Domachowska M.,44.0,55.0,655.0,567.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.53,2.37,1.55,2.35,1.533,2.375,1.645,2.45,1.55,2.38
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Bondarenko K.,3.0,46.0,3341.0,649.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.04,9.0,1.04,9.25,1.04,9.0,1.056,15.0,1.03,12.0
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Lisicki S.,Martinez-Sanchez M.J.,73.0,79.0,456.0,440.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,1.8,1.95,1.8,1.909,1.935,1.971,1.96,1.8
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko A.,Jackson J.,31.0,271.0,946.0,96.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.222,4.0,1.267,4.45,1.2,4.35
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Bremond S.,Goerges J.,121.0,101.0,277.0,344.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.36,2.85,1.4,2.75,1.4,3.4,1.385,3.25,1.32
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Vakulenko J.,71.0,80.0,467.0,436.0,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,2.0,1.72,1.95,1.8,1.833,1.833,1.971,1.935,2.0,1.77
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Stosur S.,8.0,72.0,2586.0,463.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.071,7.5,1.08,11.0,1.07,7.75
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Kanepi K.,Niculescu M.,43.0,67.0,677.0,489.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.602,2.56,1.53,2.44
WTA,2008,44,New York,US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Pin C.,17.0,77.0,1415.0,444.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.12,5.5,1.13,5.5,1.143,5.0,1.16,6.65,1.15,5.2
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,3,Mauresmo A.,Dechy N.,29.0,86.0,971.0,407.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.435,3.1,1.47,2.6
WTA,2008,44,New York,US Open,2008-08-27,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Pavlyuchen. A.,15.0,85.0,1542.0,410.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.446,3.04,1.44,2.7
